Time,Subject,Midline
0.1875,CTEEG_Control_35,7.88e-7
0.1875,CTEEG_Control_36,2.84e-6
0.1875,CTEEG_Control_37,1.64e-6
0.1875,CTEEG_Control_38,1.5e-6
0.1875,CTEEG_Control_41,1.82e-6
0.1875,CTEEG_Control_42,1.47e-6
0.1875,CTEEG_Control_43,1.25e-6
0.1875,CTEEG_Control_46,2.47e-6
0.1875,CTEEG_Control_47,8.77e-7
0.1875,CTEEG_Control_48,1.19e-6
0.1875,CTEEG_Control_51,8.68e-7
0.1875,CTEEG_Control_52,6.31e-6
0.1875,CTEEG_Control_53,1.46e-6
0.1875,CTEEG_Control_54,8.83e-7
0.1875,CTEEG_Control_55,1.18e-6
0.1875,CTEEG_Control_56,1.19e-6
0.1875,CTEEG_Control_59,1.73e-6
0.1875,CTEEG_Control_61,2.73e-6
0.1875,CTEEG_Control_62,6.38e-7
0.1875,CTEEG_Control_65,1.2e-6
0.19531,CTEEG_Control_30,1.34e-6
0.19531,CTEEG_Control_31,1.81e-6
0.19531,CTEEG_Control_32,2.13e-6
0.19531,CTEEG_Control_33,1.42e-6
0.19531,CTEEG_Control_34,1.96e-6
0.19531,CTEEG_Control_35,7.97e-7
0.19531,CTEEG_Control_36,2.82e-6
0.19531,CTEEG_Control_37,1.64e-6
0.19531,CTEEG_Control_38,1.5e-6
0.19531,CTEEG_Control_41,1.81e-6
0.19531,CTEEG_Control_42,1.48e-6
0.19531,CTEEG_Control_43,1.23e-6
0.19531,CTEEG_Control_46,2.42e-6
0.19531,CTEEG_Control_47,8.82e-7
0.19531,CTEEG_Control_48,1.18e-6
0.19531,CTEEG_Control_51,8.78e-7
0.19531,CTEEG_Control_52,6.27e-6
0.19531,CTEEG_Control_53,1.48e-6
0.19531,CTEEG_Control_54,8.72e-7
0.19531,CTEEG_Control_55,1.15e-6
0.19531,CTEEG_Control_56,1.18e-6
0.19531,CTEEG_Control_59,1.72e-6
0.19531,CTEEG_Control_61,2.78e-6
0.19531,CTEEG_Control_62,6.51e-7
0.19531,CTEEG_Control_65,1.2e-6
0.20312,CTEEG_Control_30,1.34e-6
0.20312,CTEEG_Control_31,1.79e-6
0.20312,CTEEG_Control_32,2.09e-6
0.20312,CTEEG_Control_33,1.4e-6
0.20312,CTEEG_Control_34,1.97e-6
0.20312,CTEEG_Control_35,8.06e-7
0.20312,CTEEG_Control_36,2.8e-6
0.20312,CTEEG_Control_37,1.63e-6
0.20312,CTEEG_Control_38,1.5e-6
0.20312,CTEEG_Control_41,1.8e-6
0.20312,CTEEG_Control_42,1.5e-6
0.20312,CTEEG_Control_43,1.22e-6
0.20312,CTEEG_Control_46,2.38e-6
0.20312,CTEEG_Control_47,8.87e-7
0.20312,CTEEG_Control_48,1.18e-6
0.20312,CTEEG_Control_51,8.91e-7
0.20312,CTEEG_Control_52,6.22e-6
0.20312,CTEEG_Control_53,1.49e-6
0.20312,CTEEG_Control_54,8.61e-7
0.20312,CTEEG_Control_55,1.13e-6
0.20312,CTEEG_Control_56,1.18e-6
0.20312,CTEEG_Control_59,1.72e-6
0.20312,CTEEG_Control_61,2.83e-6
0.20312,CTEEG_Control_62,6.63e-7
0.20312,CTEEG_Control_65,1.19e-6
0.21094,CTEEG_Control_30,1.35e-6
0.21094,CTEEG_Control_31,1.77e-6
0.21094,CTEEG_Control_32,2.05e-6
0.21094,CTEEG_Control_33,1.38e-6
0.21094,CTEEG_Control_34,1.98e-6
0.21094,CTEEG_Control_35,8.17e-7
0.21094,CTEEG_Control_36,2.78e-6
0.21094,CTEEG_Control_37,1.63e-6
0.21094,CTEEG_Control_38,1.49e-6
0.21094,CTEEG_Control_41,1.8e-6
0.21094,CTEEG_Control_42,1.51e-6
0.21094,CTEEG_Control_43,1.21e-6
0.21094,CTEEG_Control_46,2.33e-6
0.21094,CTEEG_Control_47,8.93e-7
0.21094,CTEEG_Control_48,1.17e-6
0.21094,CTEEG_Control_51,9.06e-7
0.21094,CTEEG_Control_52,6.17e-6
0.21094,CTEEG_Control_53,1.5e-6
0.21094,CTEEG_Control_54,8.52e-7
0.21094,CTEEG_Control_55,1.1e-6
0.21094,CTEEG_Control_56,1.17e-6
0.21094,CTEEG_Control_59,1.71e-6
0.21094,CTEEG_Control_61,2.88e-6
0.21094,CTEEG_Control_62,6.76e-7
0.21094,CTEEG_Control_65,1.18e-6
0.21875,CTEEG_Control_30,1.35e-6
0.21875,CTEEG_Control_31,1.76e-6
0.21875,CTEEG_Control_32,2.02e-6
0.21875,CTEEG_Control_33,1.36e-6
0.21875,CTEEG_Control_34,1.99e-6
0.21875,CTEEG_Control_35,8.27e-7
0.21875,CTEEG_Control_36,2.76e-6
0.21875,CTEEG_Control_37,1.62e-6
0.21875,CTEEG_Control_38,1.49e-6
0.21875,CTEEG_Control_41,1.79e-6
0.21875,CTEEG_Control_42,1.53e-6
0.21875,CTEEG_Control_43,1.2e-6
0.21875,CTEEG_Control_46,2.29e-6
0.21875,CTEEG_Control_47,8.98e-7
0.21875,CTEEG_Control_48,1.16e-6
0.21875,CTEEG_Control_51,9.22e-7
0.21875,CTEEG_Control_52,6.11e-6
0.21875,CTEEG_Control_53,1.51e-6
0.21875,CTEEG_Control_54,8.42e-7
0.21875,CTEEG_Control_55,1.08e-6
0.21875,CTEEG_Control_56,1.16e-6
0.21875,CTEEG_Control_59,1.7e-6
0.21875,CTEEG_Control_61,2.94e-6
0.21875,CTEEG_Control_62,6.88e-7
0.21875,CTEEG_Control_65,1.18e-6
0.22656,CTEEG_Control_30,1.36e-6
0.22656,CTEEG_Control_31,1.74e-6
0.22656,CTEEG_Control_32,1.98e-6
0.22656,CTEEG_Control_33,1.35e-6
0.22656,CTEEG_Control_34,2e-6
0.22656,CTEEG_Control_35,8.37e-7
0.22656,CTEEG_Control_36,2.74e-6
0.22656,CTEEG_Control_37,1.62e-6
0.22656,CTEEG_Control_38,1.48e-6
0.22656,CTEEG_Control_41,1.78e-6
0.22656,CTEEG_Control_42,1.54e-6
0.22656,CTEEG_Control_43,1.19e-6
0.22656,CTEEG_Control_46,2.24e-6
0.22656,CTEEG_Control_47,9.03e-7
0.22656,CTEEG_Control_48,1.15e-6
0.22656,CTEEG_Control_51,9.41e-7
0.22656,CTEEG_Control_52,6.06e-6
0.22656,CTEEG_Control_53,1.52e-6
0.22656,CTEEG_Control_54,8.33e-7
0.22656,CTEEG_Control_55,1.05e-6
0.22656,CTEEG_Control_56,1.16e-6
0.22656,CTEEG_Control_59,1.69e-6
0.22656,CTEEG_Control_61,2.98e-6
0.22656,CTEEG_Control_62,6.99e-7
0.22656,CTEEG_Control_65,1.17e-6
0.23438,CTEEG_Control_30,1.37e-6
0.23438,CTEEG_Control_31,1.72e-6
0.23438,CTEEG_Control_32,1.95e-6
0.23438,CTEEG_Control_33,1.34e-6
0.23438,CTEEG_Control_34,2.01e-6
0.23438,CTEEG_Control_35,8.49e-7
0.23438,CTEEG_Control_36,2.72e-6
0.23438,CTEEG_Control_37,1.62e-6
0.23438,CTEEG_Control_38,1.47e-6
0.23438,CTEEG_Control_41,1.78e-6
0.23438,CTEEG_Control_42,1.56e-6
0.23438,CTEEG_Control_43,1.18e-6
0.23438,CTEEG_Control_46,2.2e-6
0.23438,CTEEG_Control_47,9.08e-7
0.23438,CTEEG_Control_48,1.15e-6
0.23438,CTEEG_Control_51,9.61e-7
0.23438,CTEEG_Control_52,5.99e-6
0.23438,CTEEG_Control_53,1.53e-6
0.23438,CTEEG_Control_54,8.22e-7
0.23438,CTEEG_Control_55,1.03e-6
0.23438,CTEEG_Control_56,1.15e-6
0.23438,CTEEG_Control_59,1.68e-6
0.23438,CTEEG_Control_61,3.03e-6
0.23438,CTEEG_Control_62,7.1e-7
0.23438,CTEEG_Control_65,1.16e-6
0.24219,CTEEG_Control_30,1.37e-6
0.24219,CTEEG_Control_31,1.71e-6
0.24219,CTEEG_Control_32,1.92e-6
0.24219,CTEEG_Control_33,1.33e-6
0.24219,CTEEG_Control_34,2.02e-6
0.24219,CTEEG_Control_35,8.61e-7
0.24219,CTEEG_Control_36,2.7e-6
0.24219,CTEEG_Control_37,1.63e-6
0.24219,CTEEG_Control_38,1.46e-6
0.24219,CTEEG_Control_41,1.77e-6
0.24219,CTEEG_Control_42,1.57e-6
0.24219,CTEEG_Control_43,1.17e-6
0.24219,CTEEG_Control_46,2.15e-6
0.24219,CTEEG_Control_47,9.12e-7
0.24219,CTEEG_Control_48,1.14e-6
0.24219,CTEEG_Control_51,9.82e-7
0.24219,CTEEG_Control_52,5.93e-6
0.24219,CTEEG_Control_53,1.54e-6
0.24219,CTEEG_Control_54,8.07e-7
0.24219,CTEEG_Control_55,1.01e-6
0.24219,CTEEG_Control_56,1.14e-6
0.24219,CTEEG_Control_59,1.67e-6
0.24219,CTEEG_Control_61,3.08e-6
0.24219,CTEEG_Control_62,7.21e-7
0.24219,CTEEG_Control_65,1.15e-6
0.25,CTEEG_Control_30,1.38e-6
0.25,CTEEG_Control_31,1.7e-6
0.25,CTEEG_Control_32,1.9e-6
0.25,CTEEG_Control_33,1.33e-6
0.25,CTEEG_Control_34,2.03e-6
0.25,CTEEG_Control_35,8.73e-7
0.25,CTEEG_Control_36,2.68e-6
0.25,CTEEG_Control_37,1.64e-6
0.25,CTEEG_Control_38,1.44e-6
0.25,CTEEG_Control_41,1.76e-6
0.25,CTEEG_Control_42,1.59e-6
0.25,CTEEG_Control_43,1.15e-6
0.25,CTEEG_Control_46,2.1e-6
0.25,CTEEG_Control_47,9.16e-7
0.25,CTEEG_Control_48,1.14e-6
0.25,CTEEG_Control_51,1e-6
0.25,CTEEG_Control_52,5.86e-6
0.25,CTEEG_Control_53,1.55e-6
0.25,CTEEG_Control_54,7.95e-7
0.25,CTEEG_Control_55,9.95e-7
0.25,CTEEG_Control_56,1.14e-6
0.25,CTEEG_Control_59,1.66e-6
0.25,CTEEG_Control_61,3.13e-6
0.25,CTEEG_Control_62,7.31e-7
0.25,CTEEG_Control_65,1.14e-6
0.25781,CTEEG_Control_30,1.38e-6
0.25781,CTEEG_Control_31,1.69e-6
0.25781,CTEEG_Control_32,1.87e-6
0.25781,CTEEG_Control_33,1.33e-6
0.25781,CTEEG_Control_34,2.04e-6
0.25781,CTEEG_Control_35,8.85e-7
0.25781,CTEEG_Control_36,2.67e-6
0.25781,CTEEG_Control_37,1.65e-6
0.25781,CTEEG_Control_38,1.43e-6
0.25781,CTEEG_Control_41,1.75e-6
0.25781,CTEEG_Control_42,1.6e-6
0.25781,CTEEG_Control_43,1.14e-6
0.25781,CTEEG_Control_46,2.05e-6
0.25781,CTEEG_Control_47,9.19e-7
0.25781,CTEEG_Control_48,1.13e-6
0.25781,CTEEG_Control_51,1.03e-6
0.25781,CTEEG_Control_52,5.79e-6
0.25781,CTEEG_Control_53,1.55e-6
0.25781,CTEEG_Control_54,7.9e-7
0.25781,CTEEG_Control_55,9.78e-7
0.25781,CTEEG_Control_56,1.13e-6
0.25781,CTEEG_Control_59,1.66e-6
0.25781,CTEEG_Control_61,3.17e-6
0.25781,CTEEG_Control_62,7.41e-7
0.25781,CTEEG_Control_65,1.14e-6
0.26562,CTEEG_Control_30,1.39e-6
0.26562,CTEEG_Control_31,1.67e-6
0.26562,CTEEG_Control_32,1.84e-6
0.26562,CTEEG_Control_33,1.34e-6
0.26562,CTEEG_Control_34,2.05e-6
0.26562,CTEEG_Control_35,8.97e-7
0.26562,CTEEG_Control_36,2.65e-6
0.26562,CTEEG_Control_37,1.67e-6
0.26562,CTEEG_Control_38,1.42e-6
0.26562,CTEEG_Control_41,1.74e-6
0.26562,CTEEG_Control_42,1.61e-6
0.26562,CTEEG_Control_43,1.13e-6
0.26562,CTEEG_Control_46,2.01e-6
0.26562,CTEEG_Control_47,9.23e-7
0.26562,CTEEG_Control_48,1.13e-6
0.26562,CTEEG_Control_51,1.05e-6
0.26562,CTEEG_Control_52,5.71e-6
0.26562,CTEEG_Control_53,1.55e-6
0.26562,CTEEG_Control_54,7.82e-7
0.26562,CTEEG_Control_55,9.63e-7
0.26562,CTEEG_Control_56,1.12e-6
0.26562,CTEEG_Control_59,1.65e-6
0.26562,CTEEG_Control_61,3.22e-6
0.26562,CTEEG_Control_62,7.5e-7
0.26562,CTEEG_Control_65,1.13e-6
0.27344,CTEEG_Control_30,1.39e-6
0.27344,CTEEG_Control_31,1.67e-6
0.27344,CTEEG_Control_32,1.82e-6
0.27344,CTEEG_Control_33,1.35e-6
0.27344,CTEEG_Control_34,2.06e-6
0.27344,CTEEG_Control_35,9.1e-7
0.27344,CTEEG_Control_36,2.63e-6
0.27344,CTEEG_Control_37,1.68e-6
0.27344,CTEEG_Control_38,1.4e-6
0.27344,CTEEG_Control_41,1.73e-6
0.27344,CTEEG_Control_42,1.63e-6
0.27344,CTEEG_Control_43,1.13e-6
0.27344,CTEEG_Control_46,1.96e-6
0.27344,CTEEG_Control_47,9.26e-7
0.27344,CTEEG_Control_48,1.12e-6
0.27344,CTEEG_Control_51,1.07e-6
0.27344,CTEEG_Control_52,5.63e-6
0.27344,CTEEG_Control_53,1.55e-6
0.27344,CTEEG_Control_54,7.71e-7
0.27344,CTEEG_Control_55,9.5e-7
0.27344,CTEEG_Control_56,1.11e-6
0.27344,CTEEG_Control_59,1.64e-6
0.27344,CTEEG_Control_61,3.26e-6
0.27344,CTEEG_Control_62,7.58e-7
0.27344,CTEEG_Control_65,1.12e-6
0.28125,CTEEG_Control_30,1.39e-6
0.28125,CTEEG_Control_31,1.67e-6
0.28125,CTEEG_Control_32,1.8e-6
0.28125,CTEEG_Control_33,1.36e-6
0.28125,CTEEG_Control_34,2.07e-6
0.28125,CTEEG_Control_35,9.23e-7
0.28125,CTEEG_Control_36,2.62e-6
0.28125,CTEEG_Control_37,1.7e-6
0.28125,CTEEG_Control_38,1.39e-6
0.28125,CTEEG_Control_41,1.72e-6
0.28125,CTEEG_Control_42,1.64e-6
0.28125,CTEEG_Control_43,1.12e-6
0.28125,CTEEG_Control_46,1.91e-6
0.28125,CTEEG_Control_47,9.28e-7
0.28125,CTEEG_Control_48,1.11e-6
0.28125,CTEEG_Control_51,1.1e-6
0.28125,CTEEG_Control_52,5.55e-6
0.28125,CTEEG_Control_53,1.56e-6
0.28125,CTEEG_Control_54,7.66e-7
0.28125,CTEEG_Control_55,9.4e-7
0.28125,CTEEG_Control_56,1.1e-6
0.28125,CTEEG_Control_59,1.63e-6
0.28125,CTEEG_Control_61,3.3e-6
0.28125,CTEEG_Control_62,7.66e-7
0.28125,CTEEG_Control_65,1.11e-6
0.28906,CTEEG_Control_30,1.4e-6
0.28906,CTEEG_Control_31,1.68e-6
0.28906,CTEEG_Control_32,1.78e-6
0.28906,CTEEG_Control_33,1.37e-6
0.28906,CTEEG_Control_34,2.07e-6
0.28906,CTEEG_Control_35,9.36e-7
0.28906,CTEEG_Control_36,2.6e-6
0.28906,CTEEG_Control_37,1.72e-6
0.28906,CTEEG_Control_38,1.38e-6
0.28906,CTEEG_Control_41,1.71e-6
0.28906,CTEEG_Control_42,1.65e-6
0.28906,CTEEG_Control_43,1.11e-6
0.28906,CTEEG_Control_46,1.87e-6
0.28906,CTEEG_Control_47,9.3e-7
0.28906,CTEEG_Control_48,1.11e-6
0.28906,CTEEG_Control_51,1.12e-6
0.28906,CTEEG_Control_52,5.47e-6
0.28906,CTEEG_Control_53,1.56e-6
0.28906,CTEEG_Control_54,7.63e-7
0.28906,CTEEG_Control_55,9.31e-7
0.28906,CTEEG_Control_56,1.09e-6
0.28906,CTEEG_Control_59,1.62e-6
0.28906,CTEEG_Control_61,3.33e-6
0.28906,CTEEG_Control_62,7.74e-7
0.28906,CTEEG_Control_65,1.1e-6
0.29688,CTEEG_Control_30,1.4e-6
0.29688,CTEEG_Control_31,1.7e-6
0.29688,CTEEG_Control_32,1.76e-6
0.29688,CTEEG_Control_33,1.38e-6
0.29688,CTEEG_Control_34,2.07e-6
0.29688,CTEEG_Control_35,9.5e-7
0.29688,CTEEG_Control_36,2.59e-6
0.29688,CTEEG_Control_37,1.74e-6
0.29688,CTEEG_Control_38,1.36e-6
0.29688,CTEEG_Control_41,1.69e-6
0.29688,CTEEG_Control_42,1.66e-6
0.29688,CTEEG_Control_43,1.1e-6
0.29688,CTEEG_Control_46,1.82e-6
0.29688,CTEEG_Control_47,9.31e-7
0.29688,CTEEG_Control_48,1.1e-6
0.29688,CTEEG_Control_51,1.14e-6
0.29688,CTEEG_Control_52,5.38e-6
0.29688,CTEEG_Control_53,1.56e-6
0.29688,CTEEG_Control_54,7.6e-7
0.29688,CTEEG_Control_55,9.25e-7
0.29688,CTEEG_Control_56,1.08e-6
0.29688,CTEEG_Control_59,1.61e-6
0.29688,CTEEG_Control_61,3.37e-6
0.29688,CTEEG_Control_62,7.8e-7
0.29688,CTEEG_Control_65,1.09e-6
0.30469,CTEEG_Control_30,1.4e-6
0.30469,CTEEG_Control_31,1.71e-6
0.30469,CTEEG_Control_32,1.74e-6
0.30469,CTEEG_Control_33,1.39e-6
0.30469,CTEEG_Control_34,2.07e-6
0.30469,CTEEG_Control_35,9.63e-7
0.30469,CTEEG_Control_36,2.58e-6
0.30469,CTEEG_Control_37,1.76e-6
0.30469,CTEEG_Control_38,1.35e-6
0.30469,CTEEG_Control_41,1.68e-6
0.30469,CTEEG_Control_42,1.67e-6
0.30469,CTEEG_Control_43,1.09e-6
0.30469,CTEEG_Control_46,1.78e-6
0.30469,CTEEG_Control_47,9.33e-7
0.30469,CTEEG_Control_48,1.09e-6
0.30469,CTEEG_Control_51,1.17e-6
0.30469,CTEEG_Control_52,5.29e-6
0.30469,CTEEG_Control_53,1.55e-6
0.30469,CTEEG_Control_54,7.62e-7
0.30469,CTEEG_Control_55,9.21e-7
0.30469,CTEEG_Control_56,1.08e-6
0.30469,CTEEG_Control_59,1.6e-6
0.30469,CTEEG_Control_61,3.4e-6
0.30469,CTEEG_Control_62,7.86e-7
0.30469,CTEEG_Control_65,1.08e-6
0.3125,CTEEG_Control_30,1.4e-6
0.3125,CTEEG_Control_31,1.73e-6
0.3125,CTEEG_Control_32,1.72e-6
0.3125,CTEEG_Control_33,1.4e-6
0.3125,CTEEG_Control_34,2.07e-6
0.3125,CTEEG_Control_35,9.78e-7
0.3125,CTEEG_Control_36,2.56e-6
0.3125,CTEEG_Control_37,1.78e-6
0.3125,CTEEG_Control_38,1.34e-6
0.3125,CTEEG_Control_41,1.67e-6
0.3125,CTEEG_Control_42,1.68e-6
0.3125,CTEEG_Control_43,1.09e-6
0.3125,CTEEG_Control_46,1.74e-6
0.3125,CTEEG_Control_47,9.33e-7
0.3125,CTEEG_Control_48,1.09e-6
0.3125,CTEEG_Control_51,1.19e-6
0.3125,CTEEG_Control_52,5.2e-6
0.3125,CTEEG_Control_53,1.55e-6
0.3125,CTEEG_Control_54,7.67e-7
0.3125,CTEEG_Control_55,9.2e-7
0.3125,CTEEG_Control_56,1.07e-6
0.3125,CTEEG_Control_59,1.59e-6
0.3125,CTEEG_Control_61,3.44e-6
0.3125,CTEEG_Control_62,7.91e-7
0.3125,CTEEG_Control_65,1.06e-6
0.32031,CTEEG_Control_30,1.4e-6
0.32031,CTEEG_Control_31,1.76e-6
0.32031,CTEEG_Control_32,1.71e-6
0.32031,CTEEG_Control_33,1.41e-6
0.32031,CTEEG_Control_34,2.07e-6
0.32031,CTEEG_Control_35,9.93e-7
0.32031,CTEEG_Control_36,2.55e-6
0.32031,CTEEG_Control_37,1.8e-6
0.32031,CTEEG_Control_38,1.33e-6
0.32031,CTEEG_Control_41,1.66e-6
0.32031,CTEEG_Control_42,1.69e-6
0.32031,CTEEG_Control_43,1.08e-6
0.32031,CTEEG_Control_46,1.7e-6
0.32031,CTEEG_Control_47,9.33e-7
0.32031,CTEEG_Control_48,1.08e-6
0.32031,CTEEG_Control_51,1.21e-6
0.32031,CTEEG_Control_52,5.1e-6
0.32031,CTEEG_Control_53,1.55e-6
0.32031,CTEEG_Control_54,7.7e-7
0.32031,CTEEG_Control_55,9.21e-7
0.32031,CTEEG_Control_56,1.06e-6
0.32031,CTEEG_Control_59,1.57e-6
0.32031,CTEEG_Control_61,3.46e-6
0.32031,CTEEG_Control_62,7.95e-7
0.32031,CTEEG_Control_65,1.05e-6
0.32812,CTEEG_Control_30,1.4e-6
0.32812,CTEEG_Control_31,1.78e-6
0.32812,CTEEG_Control_32,1.7e-6
0.32812,CTEEG_Control_33,1.43e-6
0.32812,CTEEG_Control_34,2.07e-6
0.32812,CTEEG_Control_35,1.01e-6
0.32812,CTEEG_Control_36,2.54e-6
0.32812,CTEEG_Control_37,1.82e-6
0.32812,CTEEG_Control_38,1.31e-6
0.32812,CTEEG_Control_41,1.64e-6
0.32812,CTEEG_Control_42,1.7e-6
0.32812,CTEEG_Control_43,1.08e-6
0.32812,CTEEG_Control_46,1.66e-6
0.32812,CTEEG_Control_47,9.33e-7
0.32812,CTEEG_Control_48,1.07e-6
0.32812,CTEEG_Control_51,1.23e-6
0.32812,CTEEG_Control_52,5.01e-6
0.32812,CTEEG_Control_53,1.55e-6
0.32812,CTEEG_Control_54,7.7300000000000005e-07
0.32812,CTEEG_Control_55,9.24e-7
0.32812,CTEEG_Control_56,1.05e-6
0.32812,CTEEG_Control_59,1.56e-6
0.32812,CTEEG_Control_61,3.49e-6
0.32812,CTEEG_Control_62,7.97e-7
0.32812,CTEEG_Control_65,1.04e-6
0.33594,CTEEG_Control_30,1.39e-6
0.33594,CTEEG_Control_31,1.8e-6
0.33594,CTEEG_Control_32,1.68e-6
0.33594,CTEEG_Control_33,1.44e-6
0.33594,CTEEG_Control_34,2.06e-6
0.33594,CTEEG_Control_35,1.02e-6
0.33594,CTEEG_Control_36,2.53e-6
0.33594,CTEEG_Control_37,1.84e-6
0.33594,CTEEG_Control_38,1.3e-6
0.33594,CTEEG_Control_41,1.63e-6
0.33594,CTEEG_Control_42,1.71e-6
0.33594,CTEEG_Control_43,1.08e-6
0.33594,CTEEG_Control_46,1.63e-6
0.33594,CTEEG_Control_47,9.32e-7
0.33594,CTEEG_Control_48,1.07e-6
0.33594,CTEEG_Control_51,1.25e-6
0.33594,CTEEG_Control_52,4.92e-6
0.33594,CTEEG_Control_53,1.54e-6
0.33594,CTEEG_Control_54,7.77e-7
0.33594,CTEEG_Control_55,9.29e-7
0.33594,CTEEG_Control_56,1.04e-6
0.33594,CTEEG_Control_59,1.55e-6
0.33594,CTEEG_Control_61,3.51e-6
0.33594,CTEEG_Control_62,7.99e-7
0.33594,CTEEG_Control_65,1.03e-6
0.34375,CTEEG_Control_30,1.39e-6
0.34375,CTEEG_Control_31,1.83e-6
0.34375,CTEEG_Control_32,1.67e-6
0.34375,CTEEG_Control_33,1.45e-6
0.34375,CTEEG_Control_34,2.06e-6
0.34375,CTEEG_Control_35,1.04e-6
0.34375,CTEEG_Control_36,2.51e-6
0.34375,CTEEG_Control_37,1.86e-6
0.34375,CTEEG_Control_38,1.28e-6
0.34375,CTEEG_Control_41,1.62e-6
0.34375,CTEEG_Control_42,1.72e-6
0.34375,CTEEG_Control_43,1.08e-6
0.34375,CTEEG_Control_46,1.6e-6
0.34375,CTEEG_Control_47,9.3e-7
0.34375,CTEEG_Control_48,1.06e-6
0.34375,CTEEG_Control_51,1.28e-6
0.34375,CTEEG_Control_52,4.82e-6
0.34375,CTEEG_Control_53,1.54e-6
0.34375,CTEEG_Control_54,7.8e-7
0.34375,CTEEG_Control_55,9.36e-7
0.34375,CTEEG_Control_56,1.03e-6
0.34375,CTEEG_Control_59,1.53e-6
0.34375,CTEEG_Control_61,3.54e-6
0.34375,CTEEG_Control_62,8e-7
0.34375,CTEEG_Control_65,1.01e-6
0.35156,CTEEG_Control_30,1.39e-6
0.35156,CTEEG_Control_31,1.86e-6
0.35156,CTEEG_Control_32,1.66e-6
0.35156,CTEEG_Control_33,1.47e-6
0.35156,CTEEG_Control_34,2.05e-6
0.35156,CTEEG_Control_35,1.05e-6
0.35156,CTEEG_Control_36,2.5e-6
0.35156,CTEEG_Control_37,1.88e-6
0.35156,CTEEG_Control_38,1.27e-6
0.35156,CTEEG_Control_41,1.61e-6
0.35156,CTEEG_Control_42,1.73e-6
0.35156,CTEEG_Control_43,1.08e-6
0.35156,CTEEG_Control_46,1.57e-6
0.35156,CTEEG_Control_47,9.28e-7
0.35156,CTEEG_Control_48,1.05e-6
0.35156,CTEEG_Control_51,1.29e-6
0.35156,CTEEG_Control_52,4.73e-6
0.35156,CTEEG_Control_53,1.53e-6
0.35156,CTEEG_Control_54,7.82e-7
0.35156,CTEEG_Control_55,9.46e-7
0.35156,CTEEG_Control_56,1.02e-6
0.35156,CTEEG_Control_59,1.52e-6
0.35156,CTEEG_Control_61,3.55e-6
0.35156,CTEEG_Control_62,8e-7
0.35156,CTEEG_Control_65,1e-6
0.35938,CTEEG_Control_30,1.39e-6
0.35938,CTEEG_Control_31,1.89e-6
0.35938,CTEEG_Control_32,1.66e-6
0.35938,CTEEG_Control_33,1.48e-6
0.35938,CTEEG_Control_34,2.05e-6
0.35938,CTEEG_Control_35,1.07e-6
0.35938,CTEEG_Control_36,2.49e-6
0.35938,CTEEG_Control_37,1.91e-6
0.35938,CTEEG_Control_38,1.25e-6
0.35938,CTEEG_Control_41,1.6e-6
0.35938,CTEEG_Control_42,1.73e-6
0.35938,CTEEG_Control_43,1.08e-6
0.35938,CTEEG_Control_46,1.55e-6
0.35938,CTEEG_Control_47,9.25e-7
0.35938,CTEEG_Control_48,1.04e-6
0.35938,CTEEG_Control_51,1.31e-6
0.35938,CTEEG_Control_52,4.63e-6
0.35938,CTEEG_Control_53,1.53e-6
0.35938,CTEEG_Control_54,7.85e-7
0.35938,CTEEG_Control_55,9.57e-7
0.35938,CTEEG_Control_56,1.01e-6
0.35938,CTEEG_Control_59,1.5e-6
0.35938,CTEEG_Control_61,3.57e-6
0.35938,CTEEG_Control_62,8e-7
0.35938,CTEEG_Control_65,9.86e-7
0.36719,CTEEG_Control_30,1.39e-6
0.36719,CTEEG_Control_31,1.93e-6
0.36719,CTEEG_Control_32,1.65e-6
0.36719,CTEEG_Control_33,1.49e-6
0.36719,CTEEG_Control_34,2.04e-6
0.36719,CTEEG_Control_35,1.08e-6
0.36719,CTEEG_Control_36,2.48e-6
0.36719,CTEEG_Control_37,1.93e-6
0.36719,CTEEG_Control_38,1.23e-6
0.36719,CTEEG_Control_41,1.58e-6
0.36719,CTEEG_Control_42,1.74e-6
0.36719,CTEEG_Control_43,1.08e-6
0.36719,CTEEG_Control_46,1.53e-6
0.36719,CTEEG_Control_47,9.21e-7
0.36719,CTEEG_Control_48,1.04e-6
0.36719,CTEEG_Control_51,1.33e-6
0.36719,CTEEG_Control_52,4.53e-6
0.36719,CTEEG_Control_53,1.52e-6
0.36719,CTEEG_Control_54,7.9e-7
0.36719,CTEEG_Control_55,9.69e-7
0.36719,CTEEG_Control_56,9.98e-7
0.36719,CTEEG_Control_59,1.48e-6
0.36719,CTEEG_Control_61,3.59e-6
0.36719,CTEEG_Control_62,7.99e-7
0.36719,CTEEG_Control_65,9.72e-7
0.375,CTEEG_Control_30,1.38e-6
0.375,CTEEG_Control_31,1.96e-6
0.375,CTEEG_Control_32,1.64e-6
0.375,CTEEG_Control_33,1.5e-6
0.375,CTEEG_Control_34,2.03e-6
0.375,CTEEG_Control_35,1.1e-6
0.375,CTEEG_Control_36,2.47e-6
0.375,CTEEG_Control_37,1.95e-6
0.375,CTEEG_Control_38,1.22e-6
0.375,CTEEG_Control_41,1.57e-6
0.375,CTEEG_Control_42,1.74e-6
0.375,CTEEG_Control_43,1.09e-6
0.375,CTEEG_Control_46,1.52e-6
0.375,CTEEG_Control_47,9.16e-7
0.375,CTEEG_Control_48,1.03e-6
