"","Subject","hhm_2_aics","hhm_3_aics","hhm_4_aics","hhm_5_aics","performance_class","performance_trials","performance_scale"
"2229","CTEEG033",-3879.0152302514,-4429.74815905302,-4980.76185851891,-5529.70751252329,"control",12,"ZscoredScaled"
"2230","CTEEG034",-2385.47208931,-3305.64539106404,-3551.42723350698,-4126.1459176877,"control",12,"ZscoredScaled"
"2231","CTEEG035",-2935.59971972487,-3690.54152788295,-4358.46693665444,-4663.75083629608,"control",12,"ZscoredScaled"
"2232","CTEEG036",-2616.0660949808,-3195.47179954071,-3924.57457303559,-4338.02840342635,"control",12,"ZscoredScaled"
"2233","CTEEG037",-2992.88323487472,-3560.93563480786,-4184.08008477151,-4507.32971297161,"control",12,"ZscoredScaled"
"2234","CTEEG038",-3449.10534829994,-4034.62175138539,-4567.84081746452,-4834.90405588451,"control",12,"ZscoredScaled"
"2235","CTEEG041",-2756.0130149669,-3428.65607220072,-4112.33530957681,-4536.59549706563,"control",12,"ZscoredScaled"
"2236","CTEEG042",-3390.19105664886,-4124.05411968598,-4580.94203611043,-4998.6539463893,"control",12,"ZscoredScaled"
"2237","CTEEG043",-3494.13097596778,-4150.78449448465,-4574.68233534224,-4777.3205877866,"control",12,"ZscoredScaled"
"2238","CTEEG046",-2691.48825624752,-3362.30961125716,-3987.9987931234,-4452.65100104119,"control",12,"ZscoredScaled"
"2239","CTEEG047",-4093.41273277725,-4868.55747221237,-5286.02198551151,-5807.0140009436,"control",12,"ZscoredScaled"
"2240","CTEEG048",-4552.88191815737,-5371.54684895421,-5620.62917981958,-6102.01736505313,"control",12,"ZscoredScaled"
"2241","CTEEG051",-3204.62652088058,-4072.654474996,-4620.82934579755,-4940.23094490424,"control",12,"ZscoredScaled"
"2242","CTEEG052",-1529.68756917906,-2602.35543800586,-2993.81410629602,-3226.27191097723,"control",12,"ZscoredScaled"
"2243","CTEEG053",-3290.14772282023,-4132.6475904227,-4763.18490614748,-5099.28084336931,"control",12,"ZscoredScaled"
"2244","CTEEG054",-2821.32264445692,-3837.83977856011,-4301.03140575995,-4516.82519885287,"control",12,"ZscoredScaled"
"2245","CTEEG055",-3422.05019180667,-4176.58095613321,-4569.26259282428,-5176.93421639598,"control",12,"ZscoredScaled"
"2246","CTEEG056",-4303.58136163192,-5123.51446094502,-5555.64310757651,-5805.31194975683,"control",12,"ZscoredScaled"
"2247","CTEEG059",-3234.62027667152,-4115.14964020793,-4471.91365814732,-4837.56168054478,"control",12,"ZscoredScaled"
"2248","CTEEG061",-3051.2348487647,-3694.48288768326,-4255.67995181054,-4627.04347862457,"control",12,"ZscoredScaled"
"2249","CTEEG062",-5142.19015619211,-5997.49652602575,-5904.28823191573,-6713.0770544364,"control",12,"ZscoredScaled"
"2250","CTEEG065",-3014.5030641052,-4689.883632879,-5105.62005879993,-5321.40442659107,"control",12,"ZscoredScaled"
"2251","CTEEG030",-2739.43609407634,-3694.13990011265,-4027.25328111043,-4465.42936840587,"control",12,"ZscoredScaled"
"2252","CTEEG031",-2775.99548866927,-3387.81343327375,-4039.41966240954,-4403.3445092193,"control",12,"ZscoredScaled"
"2253","CTEEG032",-3418.76925325782,-4286.19329059318,-4799.28831753221,-5218.56998676706,"control",12,"ZscoredScaled"
"2254","CTEEG033",-3879.0152302514,-4429.74815905302,-4980.76185851891,-5529.70751252329,"control",12,"ZscoredScaled"
"2255","CTEEG034",-2385.47208931,-3305.64539106404,-3551.42723350698,-4126.1459176877,"control",12,"ZscoredScaled"
"2256","CTEEG035",-2935.59971972487,-3690.54152788295,-4358.46693665444,-4663.75083629608,"control",12,"ZscoredScaled"
"2257","CTEEG036",-2616.0660949808,-3195.47179954071,-3924.57457303559,-4338.02840342635,"control",12,"ZscoredScaled"
"2258","CTEEG037",-2992.88323487472,-3560.93563480786,-4184.08008477151,-4507.32971297161,"control",12,"ZscoredScaled"
"2259","CTEEG038",-3449.10534829994,-4034.62175138539,-4567.84081746452,-4834.90405588451,"control",12,"ZscoredScaled"
"2260","CTEEG041",-2756.0130149669,-3428.65607220072,-4112.33530957681,-4536.59549706563,"control",12,"ZscoredScaled"
"2261","CTEEG042",-3390.19105664886,-4124.05411968598,-4580.94203611043,-4998.6539463893,"control",12,"ZscoredScaled"
"2262","CTEEG043",-3494.13097596778,-4150.78449448465,-4574.68233534224,-4777.3205877866,"control",12,"ZscoredScaled"
"2263","CTEEG046",-2691.48825624752,-3362.30961125716,-3987.9987931234,-4452.65100104119,"control",12,"ZscoredScaled"
"2264","CTEEG047",-4093.41273277725,-4868.55747221237,-5286.02198551151,-5807.0140009436,"control",12,"ZscoredScaled"
"2265","CTEEG048",-4552.88191815737,-5371.54684895421,-5620.62917981958,-6102.01736505313,"control",12,"ZscoredScaled"
"2266","CTEEG051",-3204.62652088058,-4072.654474996,-4620.82934579755,-4940.23094490424,"control",12,"ZscoredScaled"
"2267","CTEEG052",-1529.68756917906,-2602.35543800586,-2993.81410629602,-3226.27191097723,"control",12,"ZscoredScaled"
"2268","CTEEG053",-3290.14772282023,-4132.6475904227,-4763.18490614748,-5099.28084336931,"control",12,"ZscoredScaled"
"2269","CTEEG054",-2821.32264445692,-3837.83977856011,-4301.03140575995,-4516.82519885287,"control",12,"ZscoredScaled"
"2270","CTEEG055",-3422.05019180667,-4176.58095613321,-4569.26259282428,-5176.93421639598,"control",12,"ZscoredScaled"
"2271","CTEEG056",-4303.58136163192,-5123.51446094502,-5555.64310757651,-5805.31194975683,"control",12,"ZscoredScaled"
"2272","CTEEG059",-3234.62027667152,-4115.14964020793,-4471.91365814732,-4837.56168054478,"control",12,"ZscoredScaled"
"2273","CTEEG061",-3051.2348487647,-3694.48288768326,-4255.67995181054,-4627.04347862457,"control",12,"ZscoredScaled"
"2274","CTEEG062",-5142.19015619211,-5997.49652602575,-5904.28823191573,-6713.0770544364,"control",12,"ZscoredScaled"
"2275","CTEEG065",-3014.5030641052,-4689.883632879,-5105.62005879993,-5321.40442659107,"control",12,"ZscoredScaled"
"2276","CTEEG030",-2739.43609407634,-3694.13990011265,-4027.25328111043,-4465.42936840587,"control",12,"ZscoredScaled"
"2277","CTEEG031",-2775.99548866927,-3387.81343327375,-4039.41966240954,-4403.3445092193,"control",12,"ZscoredScaled"
"2278","CTEEG032",-3418.76925325782,-4286.19329059318,-4799.28831753221,-5218.56998676706,"control",12,"ZscoredScaled"
"2279","CTEEG033",-3879.0152302514,-4429.74815905302,-4980.76185851891,-5529.70751252329,"control",12,"ZscoredScaled"
"2280","CTEEG034",-2385.47208931,-3305.64539106404,-3551.42723350698,-4126.1459176877,"control",12,"ZscoredScaled"
"2281","CTEEG035",-2935.59971972487,-3690.54152788295,-4358.46693665444,-4663.75083629608,"control",12,"ZscoredScaled"
"2282","CTEEG036",-2616.0660949808,-3195.47179954071,-3924.57457303559,-4338.02840342635,"control",12,"ZscoredScaled"
"2283","CTEEG037",-2992.88323487472,-3560.93563480786,-4184.08008477151,-4507.32971297161,"control",12,"ZscoredScaled"
"2284","CTEEG038",-3449.10534829994,-4034.62175138539,-4567.84081746452,-4834.90405588451,"control",12,"ZscoredScaled"
"2285","CTEEG041",-2756.0130149669,-3428.65607220072,-4112.33530957681,-4536.59549706563,"control",12,"ZscoredScaled"
"2286","CTEEG042",-3390.19105664886,-4124.05411968598,-4580.94203611043,-4998.6539463893,"control",12,"ZscoredScaled"
"2287","CTEEG043",-3494.13097596778,-4150.78449448465,-4574.68233534224,-4777.3205877866,"control",12,"ZscoredScaled"
"2288","CTEEG046",-2691.48825624752,-3362.30961125716,-3987.9987931234,-4452.65100104119,"control",12,"ZscoredScaled"
"2289","CTEEG047",-4093.41273277725,-4868.55747221237,-5286.02198551151,-5807.0140009436,"control",12,"ZscoredScaled"
"2290","CTEEG048",-4552.88191815737,-5371.54684895421,-5620.62917981958,-6102.01736505313,"control",12,"ZscoredScaled"
"2291","CTEEG051",-3204.62652088058,-4072.654474996,-4620.82934579755,-4940.23094490424,"control",12,"ZscoredScaled"
"2292","CTEEG052",-1529.68756917906,-2602.35543800586,-2993.81410629602,-3226.27191097723,"control",12,"ZscoredScaled"
"2293","CTEEG053",-3290.14772282023,-4132.6475904227,-4763.18490614748,-5099.28084336931,"control",12,"ZscoredScaled"
"2294","CTEEG054",-2821.32264445692,-3837.83977856011,-4301.03140575995,-4516.82519885287,"control",12,"ZscoredScaled"
"2295","CTEEG055",-3422.05019180667,-4176.58095613321,-4569.26259282428,-5176.93421639598,"control",12,"ZscoredScaled"
"2296","CTEEG056",-4303.58136163192,-5123.51446094502,-5555.64310757651,-5805.31194975683,"control",12,"ZscoredScaled"
"2297","CTEEG059",-3234.62027667152,-4115.14964020793,-4471.91365814732,-4837.56168054478,"control",12,"ZscoredScaled"
"2298","CTEEG061",-3051.2348487647,-3694.48288768326,-4255.67995181054,-4627.04347862457,"control",12,"ZscoredScaled"
"2299","CTEEG062",-5142.19015619211,-5997.49652602575,-5904.28823191573,-6713.0770544364,"control",12,"ZscoredScaled"
"2300","CTEEG065",-3014.5030641052,-4689.883632879,-5105.62005879993,-5321.40442659107,"control",12,"ZscoredScaled"
"2301","CTEEG030",-2739.43609407634,-3694.13990011265,-4027.25328111043,-4465.42936840587,"control",12,"ZscoredScaled"
"2302","CTEEG031",-2775.99548866927,-3387.81343327375,-4039.41966240954,-4403.3445092193,"control",12,"ZscoredScaled"
"2303","CTEEG032",-3418.76925325782,-4286.19329059318,-4799.28831753221,-5218.56998676706,"control",12,"ZscoredScaled"
"2304","CTEEG033",-3879.0152302514,-4429.74815905302,-4980.76185851891,-5529.70751252329,"control",12,"ZscoredScaled"
"2305","CTEEG034",-2385.47208931,-3305.64539106404,-3551.42723350698,-4126.1459176877,"control",12,"ZscoredScaled"
"2306","CTEEG035",-2935.59971972487,-3690.54152788295,-4358.46693665444,-4663.75083629608,"control",12,"ZscoredScaled"
"2307","CTEEG036",-2616.0660949808,-3195.47179954071,-3924.57457303559,-4338.02840342635,"control",12,"ZscoredScaled"
"2308","CTEEG037",-2992.88323487472,-3560.93563480786,-4184.08008477151,-4507.32971297161,"control",12,"ZscoredScaled"
"2309","CTEEG038",-3449.10534829994,-4034.62175138539,-4567.84081746452,-4834.90405588451,"control",12,"ZscoredScaled"
"2310","CTEEG041",-2756.0130149669,-3428.65607220072,-4112.33530957681,-4536.59549706563,"control",12,"ZscoredScaled"
"2311","CTEEG042",-3390.19105664886,-4124.05411968598,-4580.94203611043,-4998.6539463893,"control",12,"ZscoredScaled"
"2312","CTEEG043",-3494.13097596778,-4150.78449448465,-4574.68233534224,-4777.3205877866,"control",12,"ZscoredScaled"
"2313","CTEEG046",-2691.48825624752,-3362.30961125716,-3987.9987931234,-4452.65100104119,"control",12,"ZscoredScaled"
"2314","CTEEG047",-4093.41273277725,-4868.55747221237,-5286.02198551151,-5807.0140009436,"control",12,"ZscoredScaled"
"2315","CTEEG048",-4552.88191815737,-5371.54684895421,-5620.62917981958,-6102.01736505313,"control",12,"ZscoredScaled"
"2316","CTEEG051",-3204.62652088058,-4072.654474996,-4620.82934579755,-4940.23094490424,"control",12,"ZscoredScaled"
"2317","CTEEG052",-1529.68756917906,-2602.35543800586,-2993.81410629602,-3226.27191097723,"control",12,"ZscoredScaled"
"2318","CTEEG053",-3290.14772282023,-4132.6475904227,-4763.18490614748,-5099.28084336931,"control",12,"ZscoredScaled"
"2319","CTEEG054",-2821.32264445692,-3837.83977856011,-4301.03140575995,-4516.82519885287,"control",12,"ZscoredScaled"
"2320","CTEEG055",-3422.05019180667,-4176.58095613321,-4569.26259282428,-5176.93421639598,"control",12,"ZscoredScaled"
"2321","CTEEG056",-4303.58136163192,-5123.51446094502,-5555.64310757651,-5805.31194975683,"control",12,"ZscoredScaled"
"2322","CTEEG059",-3234.62027667152,-4115.14964020793,-4471.91365814732,-4837.56168054478,"control",12,"ZscoredScaled"
"2323","CTEEG061",-3051.2348487647,-3694.48288768326,-4255.67995181054,-4627.04347862457,"control",12,"ZscoredScaled"
"2324","CTEEG062",-5142.19015619211,-5997.49652602575,-5904.28823191573,-6713.0770544364,"control",12,"ZscoredScaled"
"2325","CTEEG065",-3014.5030641052,-4689.883632879,-5105.62005879993,-5321.40442659107,"control",12,"ZscoredScaled"
"2326","CTEEG030",-2739.43609407634,-3694.13990011265,-4027.25328111043,-4465.42936840587,"control",12,"ZscoredScaled"
"2327","CTEEG031",-2775.99548866927,-3387.81343327375,-4039.41966240954,-4403.3445092193,"control",12,"ZscoredScaled"
"2328","CTEEG032",-3418.76925325782,-4286.19329059318,-4799.28831753221,-5218.56998676706,"control",12,"ZscoredScaled"
"2329","CTEEG033",-3879.0152302514,-4429.74815905302,-4980.76185851891,-5529.70751252329,"control",12,"ZscoredScaled"
"2330","CTEEG034",-2385.47208931,-3305.64539106404,-3551.42723350698,-4126.1459176877,"control",12,"ZscoredScaled"
"2331","CTEEG035",-2935.59971972487,-3690.54152788295,-4358.46693665444,-4663.75083629608,"control",12,"ZscoredScaled"
"2332","CTEEG036",-2616.0660949808,-3195.47179954071,-3924.57457303559,-4338.02840342635,"control",12,"ZscoredScaled"
"2333","CTEEG037",-2992.88323487472,-3560.93563480786,-4184.08008477151,-4507.32971297161,"control",12,"ZscoredScaled"
"2334","CTEEG038",-3449.10534829994,-4034.62175138539,-4567.84081746452,-4834.90405588451,"control",12,"ZscoredScaled"
"2335","CTEEG041",-2756.0130149669,-3428.65607220072,-4112.33530957681,-4536.59549706563,"control",12,"ZscoredScaled"
"2336","CTEEG042",-3390.19105664886,-4124.05411968598,-4580.94203611043,-4998.6539463893,"control",12,"ZscoredScaled"
"2337","CTEEG043",-3494.13097596778,-4150.78449448465,-4574.68233534224,-4777.3205877866,"control",12,"ZscoredScaled"
"2338","CTEEG046",-2691.48825624752,-3362.30961125716,-3987.9987931234,-4452.65100104119,"control",12,"ZscoredScaled"
"2339","CTEEG047",-4093.41273277725,-4868.55747221237,-5286.02198551151,-5807.0140009436,"control",12,"ZscoredScaled"
"2340","CTEEG048",-4552.88191815737,-5371.54684895421,-5620.62917981958,-6102.01736505313,"control",12,"ZscoredScaled"
"2341","CTEEG051",-3204.62652088058,-4072.654474996,-4620.82934579755,-4940.23094490424,"control",12,"ZscoredScaled"
"2342","CTEEG052",-1529.68756917906,-2602.35543800586,-2993.81410629602,-3226.27191097723,"control",12,"ZscoredScaled"
"2343","CTEEG053",-3290.14772282023,-4132.6475904227,-4763.18490614748,-5099.28084336931,"control",12,"ZscoredScaled"
"2344","CTEEG054",-2821.32264445692,-3837.83977856011,-4301.03140575995,-4516.82519885287,"control",12,"ZscoredScaled"
"2345","CTEEG055",-3422.05019180667,-4176.58095613321,-4569.26259282428,-5176.93421639598,"control",12,"ZscoredScaled"
"2346","CTEEG056",-4303.58136163192,-5123.51446094502,-5555.64310757651,-5805.31194975683,"control",12,"ZscoredScaled"
"2347","CTEEG059",-3234.62027667152,-4115.14964020793,-4471.91365814732,-4837.56168054478,"control",12,"ZscoredScaled"
"2348","CTEEG061",-3051.2348487647,-3694.48288768326,-4255.67995181054,-4627.04347862457,"control",12,"ZscoredScaled"
"2349","CTEEG062",-5142.19015619211,-5997.49652602575,-5904.28823191573,-6713.0770544364,"control",12,"ZscoredScaled"
"2350","CTEEG065",-3014.5030641052,-4689.883632879,-5105.62005879993,-5321.40442659107,"control",12,"ZscoredScaled"
"2351","CTEEG030",-2739.43609407634,-3694.13990011265,-4027.25328111043,-4465.42936840587,"control",12,"ZscoredScaled"
"2352","CTEEG031",-2775.99548866927,-3387.81343327375,-4039.41966240954,-4403.3445092193,"control",12,"ZscoredScaled"
"2353","CTEEG032",-3418.76925325782,-4286.19329059318,-4799.28831753221,-5218.56998676706,"control",12,"ZscoredScaled"
"2354","CTEEG033",-3879.0152302514,-4429.74815905302,-4980.76185851891,-5529.70751252329,"control",12,"ZscoredScaled"
"2355","CTEEG034",-2385.47208931,-3305.64539106404,-3551.42723350698,-4126.1459176877,"control",12,"ZscoredScaled"
"2356","CTEEG035",-2935.59971972487,-3690.54152788295,-4358.46693665444,-4663.75083629608,"control",12,"ZscoredScaled"
"2357","CTEEG036",-2616.0660949808,-3195.47179954071,-3924.57457303559,-4338.02840342635,"control",12,"ZscoredScaled"
"2358","CTEEG037",-2992.88323487472,-3560.93563480786,-4184.08008477151,-4507.32971297161,"control",12,"ZscoredScaled"
"2359","CTEEG038",-3449.10534829994,-4034.62175138539,-4567.84081746452,-4834.90405588451,"control",12,"ZscoredScaled"
"2360","CTEEG041",-2756.0130149669,-3428.65607220072,-4112.33530957681,-4536.59549706563,"control",12,"ZscoredScaled"
"2361","CTEEG042",-3390.19105664886,-4124.05411968598,-4580.94203611043,-4998.6539463893,"control",12,"ZscoredScaled"
"2362","CTEEG043",-3494.13097596778,-4150.78449448465,-4574.68233534224,-4777.3205877866,"control",12,"ZscoredScaled"
"2363","CTEEG046",-2691.48825624752,-3362.30961125716,-3987.9987931234,-4452.65100104119,"control",12,"ZscoredScaled"
"2364","CTEEG047",-4093.41273277725,-4868.55747221237,-5286.02198551151,-5807.0140009436,"control",12,"ZscoredScaled"
"2365","CTEEG048",-4552.88191815737,-5371.54684895421,-5620.62917981958,-6102.01736505313,"control",12,"ZscoredScaled"
"2366","CTEEG051",-3204.62652088058,-4072.654474996,-4620.82934579755,-4940.23094490424,"control",12,"ZscoredScaled"
"2367","CTEEG052",-1529.68756917906,-2602.35543800586,-2993.81410629602,-3226.27191097723,"control",12,"ZscoredScaled"
"2368","CTEEG053",-3290.14772282023,-4132.6475904227,-4763.18490614748,-5099.28084336931,"control",12,"ZscoredScaled"
"2369","CTEEG054",-2821.32264445692,-3837.83977856011,-4301.03140575995,-4516.82519885287,"control",12,"ZscoredScaled"
"2370","CTEEG055",-3422.05019180667,-4176.58095613321,-4569.26259282428,-5176.93421639598,"control",12,"ZscoredScaled"
"2371","CTEEG056",-4303.58136163192,-5123.51446094502,-5555.64310757651,-5805.31194975683,"control",12,"ZscoredScaled"
"2372","CTEEG059",-3234.62027667152,-4115.14964020793,-4471.91365814732,-4837.56168054478,"control",12,"ZscoredScaled"
"2373","CTEEG061",-3051.2348487647,-3694.48288768326,-4255.67995181054,-4627.04347862457,"control",12,"ZscoredScaled"
"2374","CTEEG062",-5142.19015619211,-5997.49652602575,-5904.28823191573,-6713.0770544364,"control",12,"ZscoredScaled"
"2375","CTEEG065",-3014.5030641052,-4689.883632879,-5105.62005879993,-5321.40442659107,"control",12,"ZscoredScaled"
"2376","CTEEG030",-2739.43609407634,-3694.13990011265,-4027.25328111043,-4465.42936840587,"control",12,"ZscoredScaled"
"2377","CTEEG031",-2775.99548866927,-3387.81343327375,-4039.41966240954,-4403.3445092193,"control",12,"ZscoredScaled"
"2378","CTEEG032",-3418.76925325782,-4286.19329059318,-4799.28831753221,-5218.56998676706,"control",12,"ZscoredScaled"
"2379","CTEEG033",-3879.0152302514,-4429.74815905302,-4980.76185851891,-5529.70751252329,"control",12,"ZscoredScaled"
"2380","CTEEG034",-2385.47208931,-3305.64539106404,-3551.42723350698,-4126.1459176877,"control",12,"ZscoredScaled"
"2381","CTEEG035",-2935.59971972487,-3690.54152788295,-4358.46693665444,-4663.75083629608,"control",12,"ZscoredScaled"
"2382","CTEEG036",-2616.0660949808,-3195.47179954071,-3924.57457303559,-4338.02840342635,"control",12,"ZscoredScaled"
"2383","CTEEG037",-2992.88323487472,-3560.93563480786,-4184.08008477151,-4507.32971297161,"control",12,"ZscoredScaled"
"2384","CTEEG038",-3449.10534829994,-4034.62175138539,-4567.84081746452,-4834.90405588451,"control",12,"ZscoredScaled"
"2385","CTEEG041",-2756.0130149669,-3428.65607220072,-4112.33530957681,-4536.59549706563,"control",12,"ZscoredScaled"
"2386","CTEEG042",-3390.19105664886,-4124.05411968598,-4580.94203611043,-4998.6539463893,"control",12,"ZscoredScaled"
"2387","CTEEG043",-3494.13097596778,-4150.78449448465,-4574.68233534224,-4777.3205877866,"control",12,"ZscoredScaled"
"2388","CTEEG046",-2691.48825624752,-3362.30961125716,-3987.9987931234,-4452.65100104119,"control",12,"ZscoredScaled"
